Text,Media,Label
"Presiden Prabowo Subianto mengucapkan terima kasih kepada jasa-jasa dari 7 mantan presiden Indonesia sebelum dirinya. Hal ini diungkapkan Prabowo pada pidato kenegaraan pertamanya saat dilantik jadi presiden. Salah satunya adalah ucapan terima kasih kepada Megawati Soekarnoputri selaku Presiden ke-5 yang berhasil menyelesaikan masalah krisis ekonomi. Menurutnya, di era Megawati banyak sekali perusahaan yang hancur bisa diperbaiki dan diselamatkan. ""Kita berterima kasih kepada presiden Megawati yang menyelesaikan masalah ekonomi akibat crash tahun 98 harus di akui di bawah pemerintahan Megawati masalah perusahaan yang banyak hancur dapat diperbaiki dan diselamatkan,"" ujar Prabowo dalam pidatonya di Gedung MPR/DPR, Minggu (20/10/2024). Ucapan terima kasih juga diungkapkan Prabowo untuk Susilo Bambang Yudhoyono (SBY) selaku presiden ke-6 yang juga memimpin Indonesia saat krisis ekonomi terjadi. ""Kita harus berterima kepada SBY, yang memimpin Indonesia di saat krisis yang sangat berat. Beliau juga menghadapi tsunami dan menyelesaikan bersama wakil Presiden Jusuf Kalla. Menyelesaikan pertikaian di Aceh yang sudah berjalan begitu lama ini prestasi yang harus kita akui,"" ungkap Prabowo. Prabowo mengungkapkan terima kasihnya juga kepada Soekarno sebagai presiden pertama sekaligus proklamator yang memperjuangkan kemerdekaan Indonesia. Dia mengucapkan terima kasih kepada Presiden ke-2 Soeharto yang disebut berhasil mengamankan ideologi Pancasila dan meletakkan dasar bagi Indonesia yang modern. Kemudian terima kasih juga diungkapkan Prabowo untuk Presiden BJ Habibie yang membuat Indonesia berhasil meraih ilmu pengetahuan dan teknologi. Ucapan terima kasih juga diberikan Prabowo kepada Presiden Abdurahman Wahid alias Gus Dur yang mampu memberikan contoh toleransi antar agama, dan memperkenalkan inklusifitas Indonesia yang toleran. Terakhir ucapan terima kasih juga diungkapkan Prabowo kepada Joko Widodo (Jokowi) selaku Presiden ke-7 yang berhasil membuat Indonesia bisa mengarungi krisis Pandemi COVID-19. Menurutnya, selama pandemi, Jokowi berhasil menjaga perekonomian masyarakat kecil yang bergantung pada penghasilan harian dengan tidak memutuskan pemberlakuan lockdown. ""Saya saksi, saya menterinya beliau, semua pihak dalam dan luar negeri minta lockdown, lockdown, lockdown. Beliau menolak, beliau berpikir kalau kita lockdown bagaimana wong cilik, Warteg, ojol, bagaimana rakyat yang makannya dari upah harian,"" papar Prabowo. Menurut Prabowo semua presiden pendahulunya memiliki sumbangsih yang besar bagi Indonesia yang bisa dinikmati oleh semua masyarakat saat ini. ""Mereka semua dengan cara masing-masing memiliki sumbangsih terhadap apa yang kita nikmati. Negara kesatuan yang utuh, berdaulat, merdeka, dan terus menjaga kemerdekaan dan keadilan,"" tegas Prabowo. .",Detik,Business
"Pesta diskon seharian penuh di Transmart Full Day Sale kembali hadir menyapa pelanggan. Diskon besar Transmart Full Day Sale memberikan diskon dari toko buka hingga pukul 22.00, dengan potongan harga hingga 50+20%. Salah satu produk dijual dengan harga spesial hari ini ialah produk kopi merek Good Day ukuran 10×20 gr. Pada momentum ini, Transmart menawarkan harga spesial Rp 12.700 dari harga normal Rp 17.900 per pack. Diskon ini berlaku untuk varian rasa Mocacinno, Chococinno, Vanilla Latte, Salt Caramello. Selain itu ada kopi Kapal Api Special Mix 10x25 gr harga normalnya Rp 21.500 per bungkus. Kemudian ada harga promo Rp 16.300/bungkus. Harga di atas tidak berlaku di gerai Transmart Kota Kasablanka, Central Park, Emporium Pluit, TSM Makassar. Selain itu, syarat dan ketentuan pembelian berlaku. Selama gelaran Transmart Full Day Sale hari ini, ada diskon hingga 50+20% untuk berbagai produk seperti produk rumah tangga, furniture, elektronik, hingga sepeda listrik. Tambahan 20% bisa didapatkan jika melakukan pembayaran menggunakan Allo Prime, Kartu Kredit Bank Mega atau Bank Mega Syariah. Untuk yang belum punya Kartu Kredit Bank Mega, nggak perlu khawatir. Ada unit pembukaan instan yang tersedia di gerai Cibubur dan Central Park. Sementara untuk yang belum punya Allo Prime, cukup download aplikasi Allo Bank di PlayStore atau AppStore. Tinggal klik link ini, download, dan upgrade ke Allo Prime.",Detik,Business
Prabowo Subianto menyampaikan pidato perdananya setelah dilantik sebagai Presiden ke-8 RI. Prabowo menjamin rakyat Indonesia mendapat subsidi atau bantuan bagi setiap keluarga yang membutuhkan.,Detik,Business
"Presiden Prabowo Subianto berjanji pada masa pemerintahannya akan membawa Indonesia menjadi lumbung pangan dunia. Dirinya telah berkonsultasi dengan para pakar agar Indonesia dalam waktu singkat bisa swasembada pangan. ""Saya yakin paling lambat 4 sampai 5 tahun kita akan swasembada pangan. Bahkan kita siap menjadi lumbung pangan dunia,"" kata Prabowo dalam Pidatonya di Gedung MPR RI, Jakarta, Minggu (20/10/2024). Prabowo menginginkan hal itu karena berharap Indonesia tidak bergantung pada impor untuk urusan pangan. Dengan menjadi lumbung pangan dunia, meski dalam krisis ataupun genting, Prabowo yakin Indonesia tidak akan bergantung dengan negara lain. ""Kita tidak boleh tergantung sumber makanan dari luar. Dalam krisis, dalam keadaan genting tidak ada yang akan mengizinkan barang-barang mereka untuk kita beli,"" tegasnya. Untuk itu, Prabowo mengatakan Indonesia harus mampu memproduksi pangan sendiri demi kebutuhan masyarakat Indonesia. ""Karena itu tidak ada jalan lain dalam waktu yang sesingkat-singkatnya kita harus mencapai ketahanan pangan. Kita harus mampu memproduksi dan memenuhi kebutuhan pangan seluruh rakyat Indonesia,"" ucapnya",Detik,Business
"Diskon spesial di Transmart Full Day Sale Minggu (20/10/2024). Banjir diskon hingga 50% + 20% berlaku sejak toko buka sampai jam 10 malam. Di Transmart Full Day Sale, LED TV 50 inch UHD Smart harga promo mulai Rp 4.999.000/unit, dari harga normal mulai Rp 6.049.000/unit. Jika pembayaran menggunakan Allo Prime, kartu kredit Bank Mega atau Bank Mega Syariah, harga TV dibanderol mulai Rp 3.999.200/unit. Dengan kata lain, diskon Rp 2.049.800 dari harga normal. Transmart Full Day Sale Dok. Transmart Selanjutnya LED TV 65 inch UHD Smart, harga promo mulai Rp 9.049.000/unit dari harga normal mulai Rp 11.209.000/unit. Jika pembayaran menggunakan Allo Prime, kartu kredit Bank Mega atau Bank Mega Syariah, bisa dapat potongan harga lagi 20% menjadi hanya Rp 7.239.200/unit. Artinya, bisa menikmati diskon Rp 3.969.800 dari harga normal. Perlu diingat bahwa ada syarat dan ketentuan untuk mendapatkan diskon produk tersebut. Selain itu, pembelian tidak berlaku untuk pembelian partai besar dan minimal transaksinya Rp 300.000. Transmart Full Day Sale Dok. Transmart Selama gelaran Transmart Full Day Sale hari ini, ada diskon hingga 50+20% untuk berbagai produk seperti produk rumah tangga, furniture, elektronik, hingga sepeda listrik. Tambahan 20% bisa didapatkan jika melakukan pembayaran menggunakan Allo Prime, Kartu Kredit Bank Mega atau Bank Mega Syariah. Untuk yang belum punya Kartu Kredit Bank Mega, nggak perlu khawatir. Ada unit pembukaan instan yang tersedia di gerai Cibubur dan Central Park. Sementara untuk yang belum punya Allo Prime, cukup download aplikasi Allo Bank di PlayStore atau AppStore. Tinggal klik ini, download, dan upgrade ke Allo Prime.",Detik,Business
"Presiden Prabowo Subianto menegaskan komitmennya untuk melanjutkan kebijakan hilirisasi komoditas penting di Indonesia. Kebijakan ini dibesut Joko Widodo (Jokowi), presiden yang menjabat sebelum Prabowo. Prabowo mengatakan kebijakan hilirisasi akan membuat masyarakat Indonesia memiliki kesejahteraan sejati. Termasuk bagi masyarakat miskin, kesejahteraan ekonomi bisa terjadi dengan adanya kebijakan hilirisasi. ""Dalam menjamin melindungi mereka yang paling lemah untuk mencapai kesejahteraan sejati, kemakmuran yang sebenarnya kita harus melakukan hilirisasi kepada semua komoditas yang kita miliki,"" beber Prabowo dalam pidato kenegaraan pertamanya, di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Menurutnya dengan adanya kebijakan hilirisasi, kekuatan ekonomi Indonesia akan meningkat. Dengan begitu masyarakat bisa mencapai taraf hidup yang lebih baik. Eks Menteri Pertahanan itu ingin manfaat hilirisasi dari berbagai komoditas di Indonesia harus bisa dinikmati oleh seluruh masyarakat tanpa terkecuali. ""Nilai tambah dari semua komoditas itu harus menambah kekuatan ekonomi kita sehingga rakyat kita bisa mencapai tingkat hidup yang sejahtera. Seluruh komoditas kita harus bisa dinikmati oleh seluruh rakyat,"" pungkas Prabowo.",Detik,Business
"Presiden terpilih Prabowo Subianto yakin bisa menghilangkan kemiskinan di Indonesia. Hal itu diakui sangat berat, namun dipercaya bisa terwujud. ""Kita percaya dan kita yakin kita akan punya kekuatan untuk bisa menghilangkan kemiskinan dari bumi Indonesia. Ini sasaran yang berat bahkan banyak yang mengatakan bahwa ini sesuatu yang tidak mungkin,"" kata Prabowo dalam Pidato Awal Masa Jabatan di ruang Sidang MPR, Jakarta, Minggu (20/10/2024). Menurut Prabowo, pemimpin dan bangsa yang berani adalah mereka yang bisa membuat sesuatu tidak mungkin menjadi mungkin. ""Pemimpin yang berani, pemimpin yang baik akan terpanggil untuk menghadapi yang tidak mungkin dan mencari jalan agar yang tidak mungkin, kita atasi. Bangsa yang berani adalah bangsa yang bisa bikin yang tidak mungkin menjadi mungkin,"" tuturnya. Di tengah cita-cita yang besar itu, Prabowo menyebut Indonesia butuh suasana kebersamaan. Ia mengajak semua pihak untuk berkolaborasi. ""Hanya dengan persatuan dan kerja sama kita akan mencapai cita-cita para leluhur bangsa kita, bangsa yang gemah ripah loh jinawi, bangsa yang baldatun thoyyibatun wa robbun ghofur, bangsa di mana rakyat cukup pangan, sandang, papan. Cita-cita kita adalah melihat wong cilik iso gemuyu, wong cilik bisa senyum, bisa ketawa,"" harap Prabowo. ""Marilah kita bangun masa depan bersama, marilah kita menganggap rekan-rekan kita walaupun berbeda suku, agama, partai, berbagai golongan, kita adalah sama-sama anak Indonesia,"" tambahnya.",Detik,Business
"Presiden Prabowo Subianto menyatakan banyak rakyat Indonesia yang belum merasakan kemerdekaan. Ia menyebut masih banyak masyarakat di Tanah Air yang berada di bawah garis kemiskinan. ""Kita masih melihat sebagian saudara-saudara kita yang belum menikmati hasil kemerdekaan, terlalu banyak saudara-saudara kita yang berada di bawah garis kemiskinan,"" kata Prabowo dalam Pidato Awal Masa Jabatan di ruang Sidang MPR, Jakarta, Minggu (20/10/2024). Selain itu, Prabowo menyebut masih banyak anak-anak Indonesia yang berangkat sekolah tidak sarapan dan tidak punya pakaian sekolah. Untuk itu, ia meminta pemimpin tidak mudah tersanjung dengan hasil-hasil statistik dan pujian dari luar. ""Kita sebagai pemimpin politik jangan kita terlalu senang melihat angka-angka statistik yang membuat kita terlalu cepat gembira, terlalu cepat puas padahal kita belum melihat gambaran sepenuhnya. Kita merasa bangga bahwa kita diterima di kalangan G20, kita merasa bangga bahwa kita disebut ekonomi ke-16 terbesar di dunia,"" imbuhnya. ""Tapi apakah kita sungguh-sungguh paham? Apakah kita sungguh-sungguh melihat gambaran yang utuh dari keadaan kita? Apakah kita sadar bahwa kemiskinan di Indonesia masih terlalu besar? Apakah kita sadar bahwa rakyat kita dan anak-anak kita banyak yang kurang gizi, banyak rakyat kita yang tidak dapat pekerjaan yang baik, banyak sekolah-sekolah kita yang tidak terurus,"" tambahnya. Prabowo mengajak semua pihak untuk berani melihat kenyataan. Ia berpesan agar jangan terlalu cepat puas dan gembira dengan menutup mata terhadap tantangan dan penderitaan yang dihadapi masyarakat miskin. ""Mari kita menatap ancaman yang bahaya dengan gagah, marilah kita menghadapi kesulitan dengan berani. Marilah kita berhimpun, bersatu untuk mencari solusi-solusi, mencari jalan keluar dari ancaman dan bahaya tersebut,"" tegas Prabowo.",Detik,Business
"Masa pemerintahan presiden Joko Widodo (Jokowi) dan wakil presiden Ma'ruf Amin telah berakhir. Jabatannya resmi digantikan oleh Prabowo Subianto dan Gibran Rakabuming Raka dalam masa periode 2024-2029. ""Mulai saat ini Prabowo Subianto dan Gibran Rakabuming Raka adalah presiden Republik Indonesia dan wakil presiden Republik Indonesia untuk masa jabatan 2024-2029,"" kata Ketua Majelis Permusyawaratan Rakyat (MPR) Ahmad Muzani di Gedung MPR RI, Minggu (20/10/2024). Jokowi dan Ma'ruf Amin akan menerima uang pensiun seumur hidup. Aturan terkait pemberian uang pensiun kepada presiden dan wakil presiden tertuang dalam Undang-undang (UU) nomor 7 Tahun 1978 tentang Hak Keuangan/Administratif Presiden dan Wakil Presiden serta Bekas Presiden dan Wakil presiden. Berdasarkan aturan itu, besaran uang pensiunan bekas presiden dan wakil presiden setara dengan 100% gaji pokok terakhir mereka saat masih menjabat. Dalam hal ini gaji pokok terakhir yang diterima Jokowi sebesar enam kali dari gaji pokok tertinggi pejabat negara, sedangkan gaji pokok terakhir Ma'ruf Amin sebesar empat kali gaji pokok tertinggi pejabat negara. Perlu diketahui bahwa nominal gaji pokok tertinggi pejabat negara saat ini diberikan untuk Ketua Majelis Permusyawaratan Rakyat (MPR), Ketua Dewan Perwakilan Rakyat (DPR), Ketua Dewan Pertimbangan Agung (DPA), Ketua Badan Pemeriksa Keuangan (BPK) dan Ketua Mahkamah Agung (MA) yakni sebesar Rp 5.040.000 per bulan. Hal itu sebagaimana tertuang dalam Pasal 1 poin a Peraturan Pemerintah (PP) Nomor 75 tahun 2000. Artinya besaran gaji pokok terakhir yang diterima Jokowi dan menjadi uang pensiunan sebesar Rp 30.240.000 per bulan, di mana gaji tersebut merupakan 6 kali gaji pokok tertinggi pejabat negara (6 x Rp 5.040.000). Sedangkan besaran gaji pokok terakhir yang diterima Ma'ruf Amin dan akan menjadi uang pensiunan sebesar Rp 20.160.000 per bulan, di mana gaji tersebut merupakan 4 kali gaji pokok tertinggi pejabat negara (4 x Rp 5.040.000). Fasilitas Lain yang Diterima Jokowi dan Ma'ruf Amin Dalam Pasal 7 aturan yang sama dijelaskan, selain uang pensiun pokok, bekas presiden dan wakil presiden juga diberikan: a. tunjangan-tunjangan sesuai dengan peraturan perundang-undangan mengenai pensiun yang berlaku bagi Pegawai Negeri; b. biaya rumah tangga yang berkenaan dengan pemakaian air, listrik, dan telepon; c. seluruh biaya perawatan kesehatannya serta keluarganya. Untuk tunjangan-tunjangan yang juga bisa diterima pensiunan seperti dalam Pasal 7 huruf (a), terakhir diatur dalam Peraturan Pemerintah (PP) Nomor 8 Tahun 2024 tentang penetapan pensiun pokok pensiunan pegawai negeri sipil, dan janda/dudanya. Dalam hal ini pensiunan PNS akan mendapatkan tunjangan pasangan sebesar 10% dari gaji pokok yang berlaku saat ini, tunjangan anak sebesar 2% dari gaji pokok, dan tunjangan pangan dalam bentuk uang atau beras. ""Selain diberikan pensiun pokok, penerima pensiun sebagaimana dimaksud dalam Peraturan Pemerintah ini diberikan tunjangan keluarga dan tunjangan pangan yang berlaku bagi Pegawai Negeri Sipil sesuai dengan ketentuan peraturan perundang-undangan,"" tulis Pasal 6 PP Nomor 8 Tahun 2024. Masih belum cukup, menurut Pasal 8 UU Nomor 7 Tahun 1978, Jokowi dan Ma'ruf Amin juga berhak untuk menerima rumah kediaman yang layak dengan seluruh kelengkapannya. Nantinya ia juga akan menerima kendaraan milik negara lengkap dengan pengemudinya. ""Kepada bekas presiden dan wakil presiden yang berhenti dengan hormat dari jabatannya masing-masing: a. diberikan sebuah rumah kediaman yang layak dengan kelengkapannya; b. disediakan sebuah kendaraan milik Negara dengan pengemudinya,"" dikutip dari pasal 8 UU Nomor 7 Tahun 1978.",Detik,Business
"Presiden Prabowo Subianto punya keinginan untuk mengubah skema subsidi bagi masyarakat. Banyak subsidi yang masih terbuka akan diubah skemanya menjadi subsidi langsung di eranya memimpin Indonesia. Prabowo bilang pihaknya akan meneliti data penerima subsidi dan mengubah skema subsidi menjadi secara langsung kepada keluarga-keluarga yang membutuhkan. ""Semua subsidi bantuan kepada rakyat kita yang masih dalam keadaan susah, harus kita yakini subsidi-subsidi itu sampai kepada mereka yang membutuhkan. Kita harus berani meneliti dan kalau perlu kita ubah subsidi itu harus kepada langsung kepada keluarga-keluarga yang membutuhkan itu,"" ungkap Prabowo dalam pidato kenegaraan pertamanya, di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Purnawirawan Jenderal TNI itu menyatakan akan menggunakan teknologi digital untuk memastikan semua subsidi bisa diterima oleh keluarga yang membutuhkan. Dia menekankan jangan sampai ada aliran bantuan yang tidak sampai ke mereka yang membutuhkan. ""Dengan teknologi digital kita akan mampu sampai subsidi itu sampai ke setiap keluarga yang membutuhkan. Tidak boleh aliran-aliran bantuan itu tidak sampai ke mereka yang membutuhkan,"" tegas Prabowo. Prabowo juga menekankan ekonomi hilirisasi harus terus dilakukan di Indonesia agar nilai tambah bisa didapatkan dan pada akhirnya pergerakan ekonomi bisa berjalan cepat di Indonesia. Dengan begitu semua masyarakat bisa mencapai kesejahteraan yang sejati. ""Selain itu menjamin melindungi mereka yang paling lemah untuk mencapai kesejahteraan sejati, kemakmuran yang sebenarnya kita harus melakukan hilirisasi kepada semua komoditas yang kita miliki. Nilai tambah dari semua komoditas itu harus menambah kekuatan ekonomi kita sehingga rakyat kita bisa mencapai tingkat hidup yang sejahtera,"" beber Prabowo.",Detik,Business
"Pesta diskon Transmart Full Day Sale hadir kembali, Minggu (20/10/2024), sejak toko buka hingga berakhir jam 10 malam. Transmart Full Day Sale menawarkan diskon hingga 50% + 20% untuk berbagai produk, seperti sembako, elektronik, produk rumah tangga, furnitur, kosmetik, sepeda listrik, hingga buah-buahan. Salah satunya buah naga. Untuk wilayah Jabodetabek dan Jawa Barat buah ini didiskon dari harga normal Rp 1.990 per 100 gram (gr) menjadi 1.592/100 gram. Kemudian harga buah naga di Transmart Jawa Tengah dan Karawang jadi Rp 1.600/100 gram dari Rp 2.000/100 gram. Lalu, di Jawa Timur harga buah naga dijual Rp 2.152/100 gram dari Rp 2.690/100 gram, di Kupang Rp 3.000/100 gram dari sebelumnya Rp 3.750/100 gram, Denpasar jadi Rp 2.800/100 gram dari Rp 3.500/100 gram. Sementara di Medan jadi Rp 2.152/100 gram dari Rp 2.690/ 100 gram, Pontianak menjadi Rp 2.088/100 gram dari sebelumnya Rp 2.610/100 gram, dan Balikpapan jadi Rp 2.320/100 gram dari sebelumnya Rp 2.900/100 gram. Semua harga diskon di atas bisa didapatkan dengan pembayaran menggunakan kartu kredit Bank Mega, Bank Mega Syariah, dan Allo Prime. Banjir diskon ini berlangsung serentak di seluruh Transmart se-Indonesia, dari buka toko hingga pukul 22.00 waktu setempat. Bagi yang belum memiliki kartu kredit Bank Mega, nggak perlu khawatir. Ada unit pembukaan instan yang tersedia di gerai Cibubur dan Central Park. Sementara untuk yang belum punya Allo Prime, cukup download aplikasi Allo Bank di PlayStore atau AppStore. Tinggal klik ini, download, dan upgrade ke Allo Prime.",Detik,Business
"Presiden Prabowo Subianto menargetkan Indonesia harus bisa swasembada energi. Hal ini penting mengingat Indonesia memiliki kekayaan alam yang dapat diubah menjadi bahan bakar minyak (BBM), seperti kelapa sawit, singkong, tebu, sagu, hingga jagung. ""Kita diberi karunia oleh Tuhan maha besar, tanaman-tanaman yang membuat kita bisa tidak tergantung bangsa lain. Tanaman-tanaman seperti kelapa sawit bisa menghasilkan solar dan bensin, kita juga punya tanaman-tanaman lain seperti singkong, tebu, sagu, jagung dan lain-lain,"" kata dia dalam pidatonya di Gedung MPR RI, Jakarta, Minggu (20/10/2024). Tak sampai di situ, Prabowo mengatakan Indonesia juga memiliki banyak energi geotehermal, batu bara hingga energi air. Untuk itu, Prabowo mengatakan pemerintahan yang akan dipimpinnya fokus untuk swasembada energi. ""Kita juga punya energi bawah tanah geothermal yang cukup, kita punya batubara yang sangat banyak, kita punya energi dari air yang sangat besar. Pemerintah yang saya pimpin nanti akan fokus untuk mencapai swasembada energi,"" tegasnya. Swasembada energi ini dibutuhkan juga untuk berjaga-jaga karena dunia dipenuhi ketidakpastian ke depan. Menurutnya tidak mungkin mengandalkan negara lain saat kondisi krisis, apalagi terjadi perang. ""Dalam keadaan ketegangan, dalam keadaan kemungkinan terjadi perang di mana-mana, kita harus siap dengan kemungkinan yang paling jelek. Negara-negara lain harus memikirkan kepentingan mereka sendiri. Kalau terjadi hal yang tidak kita inginkan, sulit dapat sumber energi dari negara-negara lain. Karena itu kita harus swasembada energi dan kita mampu untuk swasembada energi,"" tutupnya. Simak Prabowo Optimistis RI Swasembada Energi: Solar 100% dari Kelapa Sawit [ ] ",Detik,Business
"Presiden Prabowo Subianto menyentil pengusaha-pengusaha nakal di Indonesia. Menurutnya, banyak sekali pengusaha nakal yang main mata dengan pejabat. Prabowo mengatakan kolusi dilakukan oleh para pejabat negara dan politik dengan pengusaha-pengusaha yang nakal. Pengusaha semacam ini menurutnya sangat tidak patriotik. ""Kolusi di antara para pejabat politik, pejabat pemerintah di semua tingkatan dengan pengusaha-pengusaha yang nakal, pengusaha-pengusaha yang tidak patriotik, janganlah kita takut untuk melihat realita ini,"" ungkap Prabowo dalam pidato kenegaraan pertamanya, di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Eks Menteri Pertahanan itu mengatakan kenyataannya masih banyak kebocoran, penyelewangan, hingga korupsi di Indonesia. Hal ini bisa membahayakan masa depan anak cucu di Indonesia. ""Kita harus berani mengakui terlalu banyak kebocoran-kebocoran dari anggaran kita, penyimpangan-penyimpangan,"" ungkap Prabowo. Di tengah kenyataan tersebut, Prabowo juga mengungkapkan banyak sekali masyarakat yang belum menikmati kemerdekaan. Banyak masyarakat yang berada di bawah garis kemiskinan. ""Kita masih melihat sebagian saudara-saudara kita yang belum menikmati hasil kemerdekaan, terlalu banyak saudara-saudara kita yang berada di bawah garis kemiskinan, terlalu banyak anak-anak kita yang berangkat sekolah tidak makan pagi, terlalu banyak anak-anak kita yang tidak punya pakaian untuk berangkat sekolah,"" papar Prabowo. Simak Video: Prabowo Minta Elite Berani Lihat Kenyataan: Jangan Seperti Burung Unta [ ] ",Detik,Business
"Presiden Prabowo Subianto menargetkan Indonesia bisa mencapai swasembada pangan empat sampai lima tahun lagi. Dengan begitu, dia juga yakin Indonesia bisa menjadi lumbung pangan dunia. ""Saya sudah mempelajari bersama pakar-pakar yang membantu saya. Saya yakin paling lambat 4 sampai 5 tahun kita akan swasembada pangan. Bahkan kita siap menjadi lumbung pangan dunia,"" kata Prabowo dalam Pidatonya di Gedung MPR RI, Jakarta, Minggu (20/10/2024). Misi itu dia canangkan agar Indonesia tidak bergantung pada impor pangan. Oleh sebab itu dia berjanji Indonesia bisa swasembada pangan dalam waktu sesingkat-singkatnya. Dia juga tak akan segan tidak mengizinkan pangan luar masuk ke Indonesia. ""Saya telah mencanangkan bahwa Indonesia harus segera swasembada pangan dalam waktu yang sesingkat-singkatnya, kita tidak boleh tergantung sumber makanan dari luar dalam krisis, dalam keadaan genting tidak ada yang akan mengizinkan barang-barang mereka untuk kita beli,"" tegasnya. Untuk itu, Prabowo mengatakan Indonesia harus mampu memproduksi pangan sendiri demi kebutuhan masyarakat Indonesia. ""Karena itu tidak ada jalan lain dalam waktu yang sesingkat-singkatnya kita harus mencapai ketahanan pangan. Kita harus mampu memproduksi dan memenuhi kebutuhan pangan seluruh rakyat Indonesia,"" pungkasnya. Simak Video Prabowo: Saya Bertekad untuk Swasembada Pangan [ ] ",Detik,Business
"Presiden Prabowo Subianto mengungkapkan kebocoran anggaran pemerintah masih terjadi. Hal ini menurutnya harus diakui oleh semua pihak. Dia mengatakan kenyataannya masih banyak kebocoran anggaran, penyelewangan, hingga korupsi di Indonesia. Hal ini bisa membahayakan masa depan anak cucu di Indonesia. ""Kita harus berani mengakui terlalu banyak kebocoran-kebocoran dari anggaran kita, penyimpangan-penyimpangan,"" ungkap Prabowo dalam pidato kenegaraan pertamanya, di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Prabowo mengatakan kolusi masih terjadi di antara para pejabat politik dan pemerintah di semua tingkatan. Belum lagi banyak sekali pengusaha-pengusaha yang nakal, pengusaha-pengusaha yang tidak patriotik bermain mata dengan para pejabat. ""Janganlah kita takut untuk melihat realita ini. Kita masih melihat sebagian saudara-saudara kita yang belum menikmati hasil kemerdekaan,"" ujar Prabowo. Purnawirawan TNI itu juga mengatakan masih banyak masyarakat di Indonesia yang berada di bawah garis kemiskinan. Hal ini akan menjadi perhatiannya sebagai presiden. ""Terlalu banyak anak-anak kita yang berangkat sekolah tidak makan pagi, terlalu banyak anak-anak kita yang tidak punya pakaian untuk berangkat sekolah,"" pungkas Prabowo.",Detik,Business
"Transmart Full Day Sale kembali hadir dengan diskon melimpah hari ini, Minggu (20/10/2024), sejak toko buka hingga berkahir jam 10 malam. Banjir diskon hingga 50% + 20% untuk berbagai produk elektronik, salah satunya AC. AC Split 1 PK mulai ditawarkan dengan harga promo Rp 4.124.000 dari harga awal Rp 4.549.000. Makin murah menggunakan Allo Prime, Kartu Kredit Bank Mega atau Bank Mega Syariah, jadi Rp 3.299.200. Harga di atas berlaku khusus untuk Pulau Jawa, Bali, dan Lampung. Sementara untuk di luar ketiga wilayah tersebut, harganya ditawarkan Rp 4.249.000 dari harga normal Rp 4.649.000. Harga AC makin miring menjadi jadi Rp 3.399.200 jika membayar menggunakan Allo Prime, Kartu Kredit Bank Mega atau Bank Mega Syariah. Selain AC, ada juga produk lain yang ditawarkan dengan harga miring. Selama gelaran Transmart Full Day Sale, ada diskon hingga 50% + 20% untuk berbagai produk seperti produk rumah tangga, furniture, elektronik, hingga sepeda listrik. Tambahan 20% bisa didapatkan jika melakukan pembayaran menggunakan Allo Prime, Kartu Kredit Bank Mega atau Bank Mega Syariah. Untuk yang belum punya Kartu Kredit Bank Mega, nggak perlu khawatir. Ada unit pembukaan instan yang tersedia di gerai Cibubur dan Central Park. Sementara untuk yang belum punya Allo Prime, cukup download aplikasi Allo Bank di PlayStore atau AppStore. Tinggal klik link ini, download, dan upgrade ke Allo Prime.",Detik,Business
"Prabowo Subianto telah resmi menjadi Presiden Indonesia periode 2024-2029. Usai melakukan pengucapan sumpah Presiden, Prabowo melakukan pidato pertamanya sebagai orang nomor satu di Indonesia. Prabowo mengenang bagaimana perjuangan Indonesia merebut kemerdekaan. Apalagi kala itu Prabowo menyebut Indonesia belum punya memiliki Anggaran Pendapatan dan Belanja Negara (APBN). ""Kita harus paham dan ingat selalu pengorbanan yang paling besar adalah pengorbanan dari rakyat kita yang paling miskin, wong cilik yang berjuang yang memberi makan pada pejuang-pejuang. Janganlah kita lupa waktu kita perang kemerdekaan kita tidak punya anggaran, kita tidak punya APBN, pasukan kita tidak digaji,"" kata dia dalam Pidato di Gedung MPR RI, Jakarta, Minggu (20/10/2024). Prabowo mengatakan pada masa perjuangan itu yang membantu masyarakat Indonesia mendapatkan makan adalah rakyat dalam negeri sendiri seperti petani hingga nelayan. ""Siapa yang memberi makan pada kita? Yang memberi makan adalah petani di desa-desa. Yang beri makan adalah para nelayan, yang memberi makan adalah para pekerja, terus-menerus mereka yang mendirikan Republik Indonesia,"" ungkapnya. Untuk itu Prabowo mengajak pengusaha hingga pemimpin politik untuk terus berjuang menghadapi tantangan ke depan. Dan tak lupa menurutnya semua kepentingan harus diutamakan untuk masyarakat Indonesia. ""Sekarang saya mengajak saudara-saudara terutama unsur pimpinan dari semua kalangan dari kalangan cendekiawan, ulama, pengusaha, pemimpin politik, pemuda dan mahasiswa, mari kita berani menghadapi tantangan-tantangan tersebut,"" pungkasnya.",Detik,Business
"Berkas Naturalisasi Kevin Diks Diterima Kemenpora, Segera Diproses Menpora Dito Ariotedjo menyebut proses naturalisasi Kevin Diks mungkin bisa dimulai pekan depan. Kemenpora saat ini sudah menerima berkas dari PSSI.",Detik,Business
